,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer
2127,Solapur,Black,60,35,20,6.5,600,30,Moong,SSP
2134,Solapur,Black,70,40,25,7.0,700,35,Moong,SSP
2137,Satara,Red,50,30,20,6.0,600,25,Tur,Urea
2140,Satara,Red,50,35,25,6.5,700,30,Tur,Urea
2141,Satara,Red,55,35,25,6.5,700,30,Tur,Urea
2143,Satara,Red,50,40,20,6.0,600,35,Tur,Urea
2145,Satara,Red,60,40,20,6.0,600,35,Tur,Urea
2146,Satara,Red,50,30,25,6.5,700,25,Tur,SSP
2148,Satara,Red,60,30,25,6.5,700,25,Tur,SSP
2150,Satara,Red,55,35,20,6.0,600,30,Tur,SSP
2155,Satara,Black,40,25,10,6.0,500,20,Gram,DAP
2156,Satara,Black,45,25,10,6.0,500,20,Gram,DAP
2157,Satara,Black,50,25,10,6.0,500,20,Gram,DAP
2158,Satara,Black,40,30,15,6.5,600,25,Gram,DAP
2160,Satara,Black,50,30,15,6.5,600,25,Gram,DAP
2163,Satara,Black,50,25,15,6.0,500,20,Gram,MOP
2164,Satara,Black,40,30,10,6.5,600,25,Gram,MOP
2165,Satara,Black,45,30,10,6.5,600,25,Gram,MOP
2167,Satara,Red,80,40,40,6.0,1000,25,Rice,Urea
2168,Satara,Red,85,40,40,6.0,1000,25,Rice,Urea
2172,Satara,Red,105,40,40,6.0,1000,25,Rice,Urea
2174,Satara,Red,115,40,40,6.0,1000,25,Rice,Urea
2176,Satara,Red,80,45,45,6.5,1100,30,Rice,Urea
2178,Satara,Red,90,45,45,6.5,1100,30,Rice,Urea
2184,Satara,Red,120,45,45,6.5,1100,30,Rice,Urea
2187,Satara,Red,90,50,50,7.0,1200,35,Rice,Urea
2188,Satara,Red,95,50,50,7.0,1200,35,Rice,Urea
2189,Satara,Red,100,50,50,7.0,1200,35,Rice,Urea
2190,Satara,Red,105,50,50,7.0,1200,35,Rice,Urea
2192,Satara,Red,115,50,50,7.0,1200,35,Rice,Urea
2193,Satara,Red,120,50,50,7.0,1200,35,Rice,Urea
2194,Satara,Red,80,55,55,7.5,1300,25,Rice,Urea
2195,Satara,Red,85,55,55,7.5,1300,25,Rice,Urea
2196,Satara,Red,90,55,55,7.5,1300,25,Rice,Urea
2197,Satara,Red,95,55,55,7.5,1300,25,Rice,Urea
2201,Satara,Red,115,55,55,7.5,1300,25,Rice,Urea
2204,Satara,Red,85,60,60,6.0,1400,30,Rice,Urea
2207,Satara,Red,100,60,60,6.0,1400,30,Rice,Urea
2210,Satara,Red,115,60,60,6.0,1400,30,Rice,Urea
2213,Satara,Red,85,40,45,6.5,1500,35,Rice,50:26:26 NPK
2214,Satara,Red,90,40,45,6.5,1500,35,Rice,50:26:26 NPK
2220,Satara,Red,120,40,45,6.5,1500,35,Rice,50:26:26 NPK
2222,Satara,Red,85,45,50,7.0,1000,25,Rice,50:26:26 NPK
2224,Satara,Red,95,45,50,7.0,1000,25,Rice,50:26:26 NPK
2230,Satara,Red,80,50,55,7.5,1100,30,Rice,50:26:26 NPK
2231,Satara,Red,85,50,55,7.5,1100,30,Rice,50:26:26 NPK
2232,Satara,Red,90,50,55,7.5,1100,30,Rice,50:26:26 NPK
2235,Satara,Red,105,50,55,7.5,1100,30,Rice,50:26:26 NPK
2237,Satara,Red,115,50,55,7.5,1100,30,Rice,50:26:26 NPK
2239,Satara,Red,80,55,60,6.0,1200,35,Rice,50:26:26 NPK
2240,Satara,Red,85,55,60,6.0,1200,35,Rice,50:26:26 NPK
2241,Satara,Red,90,55,60,6.0,1200,35,Rice,50:26:26 NPK
2242,Satara,Red,95,55,60,6.0,1200,35,Rice,50:26:26 NPK
2243,Satara,Red,100,55,60,6.0,1200,35,Rice,50:26:26 NPK
2246,Satara,Red,115,55,60,6.0,1200,35,Rice,50:26:26 NPK
2250,Satara,Red,90,60,40,6.5,1300,25,Rice,50:26:26 NPK
2252,Satara,Red,100,60,40,6.5,1300,25,Rice,50:26:26 NPK
2253,Satara,Red,105,60,40,6.5,1300,25,Rice,50:26:26 NPK
2255,Satara,Red,115,60,40,6.5,1300,25,Rice,50:26:26 NPK
2259,Satara,Red,90,40,50,7.0,1400,30,Rice,Urea
2260,Satara,Red,95,40,50,7.0,1400,30,Rice,Urea
2263,Satara,Red,110,40,50,7.0,1400,30,Rice,Urea
2265,Satara,Red,120,40,50,7.0,1400,30,Rice,Urea
2266,Satara,Red,80,45,55,7.5,1500,35,Rice,Urea
2267,Satara,Red,85,45,55,7.5,1500,35,Rice,Urea
2268,Satara,Red,90,45,55,7.5,1500,35,Rice,Urea
2269,Satara,Red,95,45,55,7.5,1500,35,Rice,Urea
2270,Satara,Red,100,45,55,7.5,1500,35,Rice,Urea
2274,Satara,Red,120,45,55,7.5,1500,35,Rice,Urea
2276,Satara,Red,85,50,60,6.0,1000,25,Rice,Urea
2277,Satara,Red,90,50,60,6.0,1000,25,Rice,Urea
2278,Satara,Red,95,50,60,6.0,1000,25,Rice,Urea
2279,Satara,Red,100,50,60,6.0,1000,25,Rice,Urea
2281,Satara,Red,110,50,60,6.0,1000,25,Rice,Urea
2285,Satara,Red,85,55,40,6.5,1100,30,Rice,Urea
2290,Satara,Red,110,55,40,6.5,1100,30,Rice,Urea
2292,Satara,Red,120,55,40,6.5,1100,30,Rice,Urea
2293,Satara,Red,80,60,45,7.0,1200,35,Rice,Urea
2297,Satara,Red,100,60,45,7.0,1200,35,Rice,Urea
2307,Satara,Red,105,40,55,7.5,1300,25,Rice,50:26:26 NPK
2309,Satara,Red,115,40,55,7.5,1300,25,Rice,50:26:26 NPK
2311,Satara,Red,80,45,60,6.0,1400,30,Rice,50:26:26 NPK
2312,Satara,Red,85,45,60,6.0,1400,30,Rice,50:26:26 NPK
2313,Satara,Red,90,45,60,6.0,1400,30,Rice,50:26:26 NPK
2319,Satara,Red,120,45,60,6.0,1400,30,Rice,50:26:26 NPK
2321,Satara,Red,85,50,40,6.5,1500,35,Rice,50:26:26 NPK
2322,Satara,Red,90,50,40,6.5,1500,35,Rice,50:26:26 NPK
2323,Satara,Red,95,50,40,6.5,1500,35,Rice,50:26:26 NPK
2324,Satara,Red,100,50,40,6.5,1500,35,Rice,50:26:26 NPK
2325,Satara,Red,105,50,40,6.5,1500,35,Rice,50:26:26 NPK
2327,Satara,Red,115,50,40,6.5,1500,35,Rice,50:26:26 NPK
2328,Satara,Red,120,50,40,6.5,1500,35,Rice,50:26:26 NPK
2330,Satara,Red,85,55,45,7.0,1000,25,Rice,50:26:26 NPK
2333,Satara,Red,100,55,45,7.0,1000,25,Rice,50:26:26 NPK
2334,Satara,Red,105,55,45,7.0,1000,25,Rice,50:26:26 NPK
2338,Satara,Red,80,60,50,7.5,1100,30,Rice,50:26:26 NPK
2340,Satara,Red,90,60,50,7.5,1100,30,Rice,50:26:26 NPK
2341,Satara,Red,95,60,50,7.5,1100,30,Rice,50:26:26 NPK
2343,Satara,Red,105,60,50,7.5,1100,30,Rice,50:26:26 NPK
2344,Satara,Red,110,60,50,7.5,1100,30,Rice,50:26:26 NPK
2345,Satara,Red,115,60,50,7.5,1100,30,Rice,50:26:26 NPK
2346,Satara,Red,120,60,50,7.5,1100,30,Rice,50:26:26 NPK
2347,Satara,Red,80,40,60,6.0,1200,35,Rice,Urea
2348,Satara,Red,85,40,60,6.0,1200,35,Rice,Urea
2349,Satara,Red,90,40,60,6.0,1200,35,Rice,Urea
2350,Satara,Red,95,40,60,6.0,1200,35,Rice,Urea
2351,Satara,Red,100,40,60,6.0,1200,35,Rice,Urea
2352,Satara,Red,105,40,60,6.0,1200,35,Rice,Urea
2354,Satara,Red,115,40,60,6.0,1200,35,Rice,Urea
2355,Satara,Red,120,40,60,6.0,1200,35,Rice,Urea
2358,Satara,Red,90,45,40,6.5,1300,25,Rice,Urea
2361,Satara,Red,105,45,40,6.5,1300,25,Rice,Urea
2362,Satara,Red,110,45,40,6.5,1300,25,Rice,Urea
2366,Satara,Red,85,50,45,7.0,1400,30,Rice,Urea
2369,Satara,Red,100,50,45,7.0,1400,30,Rice,Urea
2370,Satara,Red,105,50,45,7.0,1400,30,Rice,Urea
2373,Satara,Red,120,50,45,7.0,1400,30,Rice,Urea
2374,Satara,Red,80,55,50,7.5,1500,35,Rice,Urea
2378,Satara,Red,100,55,50,7.5,1500,35,Rice,Urea
2382,Satara,Red,120,55,50,7.5,1500,35,Rice,Urea
2383,Satara,Red,80,60,55,6.0,1000,20,Rice,Urea
2384,Satara,Red,85,60,55,6.0,1000,20,Rice,Urea
2385,Satara,Red,90,60,55,6.0,1000,20,Rice,Urea
2386,Satara,Red,95,60,55,6.0,1000,20,Rice,Urea
2387,Satara,Red,100,60,55,6.0,1000,20,Rice,Urea
2388,Satara,Red,105,60,55,6.0,1000,20,Rice,Urea
2389,Satara,Red,110,60,55,6.0,1000,20,Rice,Urea
2391,Satara,Red,120,60,55,6.0,1000,20,Rice,Urea
2397,Satara,Black,40,25,25,6.5,500,30,Jowar,10:26:26 NPK
2399,Satara,Black,50,25,25,6.5,500,30,Jowar,10:26:26 NPK
2406,Satara,Black,60,30,30,7.0,600,35,Jowar,10:26:26 NPK
2412,Satara,Black,40,40,40,6.0,500,30,Jowar,10:26:26 NPK
2414,Satara,Black,50,40,40,6.0,500,30,Jowar,10:26:26 NPK
2416,Satara,Black,60,40,40,6.0,500,30,Jowar,10:26:26 NPK
2418,Satara,Black,45,20,25,6.5,600,35,Jowar,Urea
2420,Satara,Black,55,20,25,6.5,600,35,Jowar,Urea
2423,Satara,Black,45,25,30,7.0,400,25,Jowar,Urea
2426,Satara,Black,60,25,30,7.0,400,25,Jowar,Urea
2427,Satara,Black,40,30,35,7.5,500,30,Jowar,Urea
2430,Satara,Black,55,30,35,7.5,500,30,Jowar,Urea
2432,Satara,Black,40,35,40,6.0,600,35,Jowar,Urea
2435,Satara,Black,55,35,40,6.0,600,35,Jowar,Urea
2436,Satara,Black,60,35,40,6.0,600,35,Jowar,Urea
2439,Satara,Black,50,40,20,6.5,400,25,Jowar,Urea
2440,Satara,Black,55,40,20,6.5,400,25,Jowar,Urea
2441,Satara,Black,60,40,20,6.5,400,25,Jowar,Urea
2442,Satara,Black,40,20,30,7.0,500,30,Jowar,SSP
2444,Satara,Black,50,20,30,7.0,500,30,Jowar,SSP
2446,Satara,Black,60,20,30,7.0,500,30,Jowar,SSP
2447,Satara,Black,40,25,35,7.5,600,35,Jowar,SSP
2449,Satara,Black,50,25,35,7.5,600,35,Jowar,SSP
2450,Satara,Black,55,25,35,7.5,600,35,Jowar,SSP
2452,Satara,Black,40,30,40,6.0,400,25,Jowar,SSP
2455,Satara,Black,55,30,40,6.0,400,25,Jowar,SSP
2458,Satara,Black,45,35,20,6.5,500,30,Jowar,SSP
2460,Satara,Black,55,35,20,6.5,500,30,Jowar,SSP
2461,Satara,Black,60,35,20,6.5,500,30,Jowar,SSP
2462,Satara,Black,40,40,25,7.0,600,35,Jowar,SSP
2463,Satara,Black,45,40,25,7.0,600,35,Jowar,SSP
2466,Satara,Black,60,40,25,7.0,600,35,Jowar,SSP
2467,Satara,Black,40,20,35,7.5,400,25,Jowar,10:26:26 NPK
2468,Satara,Black,45,20,35,7.5,400,25,Jowar,10:26:26 NPK
2471,Satara,Black,60,20,35,7.5,400,25,Jowar,10:26:26 NPK
2473,Satara,Black,45,25,40,6.0,500,30,Jowar,10:26:26 NPK
2474,Satara,Black,50,25,40,6.0,500,30,Jowar,10:26:26 NPK
2475,Satara,Black,55,25,40,6.0,500,30,Jowar,10:26:26 NPK
2476,Satara,Black,60,25,40,6.0,500,30,Jowar,10:26:26 NPK
2477,Satara,Black,40,30,20,6.5,600,35,Jowar,10:26:26 NPK
2480,Satara,Black,55,30,20,6.5,600,35,Jowar,10:26:26 NPK
2481,Satara,Black,60,30,20,6.5,600,35,Jowar,10:26:26 NPK
2482,Satara,Black,40,35,25,7.0,400,25,Jowar,10:26:26 NPK
2485,Satara,Black,55,35,25,7.0,400,25,Jowar,10:26:26 NPK
2486,Satara,Black,60,35,25,7.0,400,25,Jowar,10:26:26 NPK
2489,Satara,Black,50,40,30,7.5,500,30,Jowar,10:26:26 NPK
2495,Satara,Black,55,20,40,6.0,600,35,Jowar,Urea
2496,Satara,Black,60,20,40,6.0,600,35,Jowar,Urea
2499,Satara,Black,50,25,20,6.5,400,25,Jowar,Urea
2500,Satara,Black,55,25,20,6.5,400,25,Jowar,Urea
2502,Satara,Black,40,30,25,7.0,500,30,Jowar,Urea
2503,Satara,Black,45,30,25,7.0,500,30,Jowar,Urea
2505,Satara,Black,55,30,25,7.0,500,30,Jowar,Urea
2507,Satara,Black,40,35,30,7.5,600,35,Jowar,Urea
2508,Satara,Black,45,35,30,7.5,600,35,Jowar,Urea
2510,Satara,Black,55,35,30,7.5,600,35,Jowar,Urea
2514,Satara,Black,50,40,35,6.0,400,25,Jowar,Urea
2515,Satara,Black,55,40,35,6.0,400,25,Jowar,Urea
2516,Satara,Black,60,40,35,6.0,400,25,Jowar,Urea
2519,Satara,Black,130,60,120,6.0,900,20,Sugarcane,Urea
2520,Satara,Black,135,60,120,6.0,900,20,Sugarcane,Urea
2522,Satara,Black,145,60,120,6.0,900,20,Sugarcane,Urea
2525,Satara,Black,125,65,125,6.5,1000,25,Sugarcane,Urea
2526,Satara,Black,130,65,125,6.5,1000,25,Sugarcane,Urea
2527,Satara,Black,135,65,125,6.5,1000,25,Sugarcane,Urea
2528,Satara,Black,140,65,125,6.5,1000,25,Sugarcane,Urea
2531,Satara,Black,120,70,130,7.0,900,30,Sugarcane,Urea
2533,Satara,Black,130,70,130,7.0,900,30,Sugarcane,Urea
2534,Satara,Black,135,70,130,7.0,900,30,Sugarcane,Urea
2540,Satara,Black,130,75,135,6.0,1000,35,Sugarcane,Urea
2543,Satara,Black,145,75,135,6.0,1000,35,Sugarcane,Urea
2545,Satara,Black,120,80,140,6.5,900,20,Sugarcane,Urea
2546,Satara,Black,125,80,140,6.5,900,20,Sugarcane,Urea
2549,Satara,Black,140,80,140,6.5,900,20,Sugarcane,Urea
2554,Satara,Black,130,85,145,7.0,1000,25,Sugarcane,Urea
2556,Satara,Black,140,85,145,7.0,1000,25,Sugarcane,Urea
2557,Satara,Black,145,85,145,7.0,1000,25,Sugarcane,Urea
2562,Satara,Black,135,90,150,6.0,900,30,Sugarcane,Urea
2566,Satara,Black,120,60,125,6.5,1000,35,Sugarcane,DAP
2569,Satara,Black,135,60,125,6.5,1000,35,Sugarcane,DAP
2570,Satara,Black,140,60,125,6.5,1000,35,Sugarcane,DAP
2571,Satara,Black,145,60,125,6.5,1000,35,Sugarcane,DAP
2572,Satara,Black,150,60,125,6.5,1000,35,Sugarcane,DAP
2575,Satara,Black,130,65,130,7.0,900,20,Sugarcane,DAP
2577,Satara,Black,140,65,130,7.0,900,20,Sugarcane,DAP
2579,Satara,Black,150,65,130,7.0,900,20,Sugarcane,DAP
2580,Satara,Black,120,70,135,6.0,1000,25,Sugarcane,DAP
2585,Satara,Black,145,70,135,6.0,1000,25,Sugarcane,DAP
2586,Satara,Black,150,70,135,6.0,1000,25,Sugarcane,DAP
2587,Satara,Black,120,75,140,6.5,900,30,Sugarcane,DAP
2590,Satara,Black,135,75,140,6.5,900,30,Sugarcane,DAP
2592,Satara,Black,145,75,140,6.5,900,30,Sugarcane,DAP
2595,Satara,Black,125,80,145,7.0,1000,35,Sugarcane,DAP
2596,Satara,Black,130,80,145,7.0,1000,35,Sugarcane,DAP
2597,Satara,Black,135,80,145,7.0,1000,35,Sugarcane,DAP
2603,Satara,Black,130,85,150,6.0,900,20,Sugarcane,DAP
2607,Satara,Black,150,85,150,6.0,900,20,Sugarcane,DAP
2608,Satara,Black,120,90,120,6.5,1000,25,Sugarcane,DAP
2613,Satara,Black,145,90,120,6.5,1000,25,Sugarcane,DAP
2614,Satara,Black,150,90,120,6.5,1000,25,Sugarcane,DAP
2615,Satara,Black,120,60,130,7.0,900,30,Sugarcane,MOP
2616,Satara,Black,125,60,130,7.0,900,30,Sugarcane,MOP
2619,Satara,Black,140,60,130,7.0,900,30,Sugarcane,MOP
2622,Satara,Black,120,65,135,6.0,1000,35,Sugarcane,MOP
2626,Satara,Black,140,65,135,6.0,1000,35,Sugarcane,MOP
2630,Satara,Black,125,70,140,6.5,900,20,Sugarcane,MOP
2631,Satara,Black,130,70,140,6.5,900,20,Sugarcane,MOP
2633,Satara,Black,140,70,140,6.5,900,20,Sugarcane,MOP
2635,Satara,Black,150,70,140,6.5,900,20,Sugarcane,MOP
2637,Satara,Black,125,75,145,7.0,1000,25,Sugarcane,MOP
2641,Satara,Black,145,75,145,7.0,1000,25,Sugarcane,MOP
2642,Satara,Black,150,75,145,7.0,1000,25,Sugarcane,MOP
2644,Satara,Black,125,80,150,6.0,900,30,Sugarcane,MOP
2654,Satara,Black,140,85,120,6.5,1000,35,Sugarcane,MOP
2655,Satara,Black,145,85,120,6.5,1000,35,Sugarcane,MOP
2657,Satara,Black,120,90,125,7.0,900,20,Sugarcane,MOP
2659,Satara,Black,130,90,125,7.0,900,20,Sugarcane,MOP
2660,Satara,Black,135,90,125,7.0,900,20,Sugarcane,MOP
2661,Satara,Black,140,90,125,7.0,900,20,Sugarcane,MOP
2662,Satara,Black,145,90,125,7.0,900,20,Sugarcane,MOP
2666,Satara,Black,130,60,135,6.0,1000,25,Sugarcane,Urea
2667,Satara,Black,135,60,135,6.0,1000,25,Sugarcane,Urea
2668,Satara,Black,140,60,135,6.0,1000,25,Sugarcane,Urea
2670,Satara,Black,150,60,135,6.0,1000,25,Sugarcane,Urea
2671,Satara,Black,120,65,140,6.5,900,30,Sugarcane,Urea
2672,Satara,Black,125,65,140,6.5,900,30,Sugarcane,Urea
2673,Satara,Black,130,65,140,6.5,900,30,Sugarcane,Urea
2674,Satara,Black,135,65,140,6.5,900,30,Sugarcane,Urea
2675,Satara,Black,140,65,140,6.5,900,30,Sugarcane,Urea
2678,Satara,Black,120,70,145,7.0,1000,35,Sugarcane,Urea
2680,Satara,Black,130,70,145,7.0,1000,35,Sugarcane,Urea
2681,Satara,Black,135,70,145,7.0,1000,35,Sugarcane,Urea
2682,Satara,Black,140,70,145,7.0,1000,35,Sugarcane,Urea
2685,Satara,Black,120,75,150,6.0,900,20,Sugarcane,Urea
2686,Satara,Black,125,75,150,6.0,900,20,Sugarcane,Urea
2688,Satara,Black,135,75,150,6.0,900,20,Sugarcane,Urea
2689,Satara,Black,140,75,150,6.0,900,20,Sugarcane,Urea
2690,Satara,Black,145,75,150,6.0,900,20,Sugarcane,Urea
2691,Satara,Black,150,75,150,6.0,900,20,Sugarcane,Urea
2693,Satara,Black,125,80,120,6.5,1000,25,Sugarcane,Urea
2694,Satara,Black,130,80,120,6.5,1000,25,Sugarcane,Urea
2695,Satara,Black,135,80,120,6.5,1000,25,Sugarcane,Urea
2700,Satara,Black,125,85,125,7.0,900,30,Sugarcane,Urea
2701,Satara,Black,130,85,125,7.0,900,30,Sugarcane,Urea
2702,Satara,Black,135,85,125,7.0,900,30,Sugarcane,Urea
2703,Satara,Black,140,85,125,7.0,900,30,Sugarcane,Urea
2705,Satara,Black,150,85,125,7.0,900,30,Sugarcane,Urea
2707,Satara,Black,125,90,130,6.0,1000,35,Sugarcane,Urea
2709,Satara,Black,135,90,130,6.0,1000,35,Sugarcane,Urea
2711,Satara,Black,145,90,130,6.0,1000,35,Sugarcane,Urea
2712,Satara,Black,150,90,130,6.0,1000,35,Sugarcane,Urea
2715,Satara,Black,130,60,140,6.5,900,20,Sugarcane,DAP
2716,Satara,Black,135,60,140,6.5,900,20,Sugarcane,DAP
2718,Satara,Black,145,60,140,6.5,900,20,Sugarcane,DAP
2719,Satara,Black,150,60,140,6.5,900,20,Sugarcane,DAP
2721,Satara,Black,125,65,145,7.0,1000,25,Sugarcane,DAP
2722,Satara,Black,130,65,145,7.0,1000,25,Sugarcane,DAP
2725,Satara,Black,145,65,145,7.0,1000,25,Sugarcane,DAP
2727,Satara,Black,120,70,150,6.0,900,30,Sugarcane,DAP
2728,Satara,Black,125,70,150,6.0,900,30,Sugarcane,DAP
2729,Satara,Black,130,70,150,6.0,900,30,Sugarcane,DAP
2731,Satara,Black,140,70,150,6.0,900,30,Sugarcane,DAP
2732,Satara,Black,145,70,150,6.0,900,30,Sugarcane,DAP
2734,Satara,Black,120,75,120,6.5,1000,35,Sugarcane,DAP
2735,Satara,Black,125,75,120,6.5,1000,35,Sugarcane,DAP
2736,Satara,Black,130,75,120,6.5,1000,35,Sugarcane,DAP
2739,Satara,Black,145,75,120,6.5,1000,35,Sugarcane,DAP
2741,Satara,Black,120,80,125,7.0,900,20,Sugarcane,DAP
2742,Satara,Black,125,80,125,7.0,900,20,Sugarcane,DAP
2743,Satara,Black,130,80,125,7.0,900,20,Sugarcane,DAP
2744,Satara,Black,135,80,125,7.0,900,20,Sugarcane,DAP
2746,Satara,Black,145,80,125,7.0,900,20,Sugarcane,DAP
2747,Satara,Black,150,80,125,7.0,900,20,Sugarcane,DAP
2749,Satara,Black,125,85,130,6.0,1000,25,Sugarcane,DAP
2750,Satara,Black,130,85,130,6.0,1000,25,Sugarcane,DAP
2751,Satara,Black,135,85,130,6.0,1000,25,Sugarcane,DAP
2753,Satara,Black,145,85,130,6.0,1000,25,Sugarcane,DAP
2754,Satara,Black,150,85,130,6.0,1000,25,Sugarcane,DAP
2755,Satara,Black,120,90,135,6.5,900,30,Sugarcane,DAP
2757,Satara,Black,130,90,135,6.5,900,30,Sugarcane,DAP
2759,Satara,Black,140,90,135,6.5,900,30,Sugarcane,DAP
2761,Satara,Black,150,90,135,6.5,900,30,Sugarcane,DAP
2764,Satara,Black,130,60,145,7.0,1000,35,Sugarcane,MOP
2769,Satara,Black,120,65,150,6.0,900,20,Sugarcane,MOP
2770,Satara,Black,125,65,150,6.0,900,20,Sugarcane,MOP
2771,Satara,Black,130,65,150,6.0,900,20,Sugarcane,MOP
2773,Satara,Black,140,65,150,6.0,900,20,Sugarcane,MOP
2775,Satara,Black,150,65,150,6.0,900,20,Sugarcane,MOP
2779,Satara,Black,135,70,120,6.5,1000,25,Sugarcane,MOP
2782,Satara,Black,150,70,120,6.5,1000,25,Sugarcane,MOP
2783,Satara,Black,120,75,125,7.0,900,30,Sugarcane,MOP
2784,Satara,Black,125,75,125,7.0,900,30,Sugarcane,MOP
2785,Satara,Black,130,75,125,7.0,900,30,Sugarcane,MOP
2790,Satara,Black,120,80,130,6.0,1000,35,Sugarcane,MOP
2794,Satara,Black,140,80,130,6.0,1000,35,Sugarcane,MOP
2796,Satara,Black,150,80,130,6.0,1000,35,Sugarcane,MOP
2797,Satara,Black,120,85,135,6.5,900,20,Sugarcane,MOP
2798,Satara,Black,125,85,135,6.5,900,20,Sugarcane,MOP
2799,Satara,Black,130,85,135,6.5,900,20,Sugarcane,MOP
2800,Satara,Black,135,85,135,6.5,900,20,Sugarcane,MOP
2804,Satara,Black,120,90,140,7.0,1000,25,Sugarcane,MOP
2806,Satara,Black,130,90,140,7.0,1000,25,Sugarcane,MOP
2807,Satara,Black,135,90,140,7.0,1000,25,Sugarcane,MOP
2808,Satara,Black,140,90,140,7.0,1000,25,Sugarcane,MOP
2809,Satara,Black,145,90,140,7.0,1000,25,Sugarcane,MOP
2810,Satara,Black,150,90,140,7.0,1000,25,Sugarcane,MOP
2812,Satara,Black,125,60,150,6.0,900,30,Sugarcane,Urea
2814,Satara,Black,135,60,150,6.0,900,30,Sugarcane,Urea
2816,Satara,Black,145,60,150,6.0,900,30,Sugarcane,Urea
2817,Satara,Black,150,60,150,6.0,900,30,Sugarcane,Urea
2818,Satara,Black,120,65,120,6.5,1000,35,Sugarcane,Urea
2820,Satara,Black,130,65,120,6.5,1000,35,Sugarcane,Urea
2821,Satara,Black,135,65,120,6.5,1000,35,Sugarcane,Urea
2822,Satara,Black,140,65,120,6.5,1000,35,Sugarcane,Urea
2823,Satara,Black,145,65,120,6.5,1000,35,Sugarcane,Urea
2824,Satara,Black,150,65,120,6.5,1000,35,Sugarcane,Urea
2825,Satara,Black,120,70,125,7.0,900,20,Sugarcane,Urea
2826,Satara,Black,125,70,125,7.0,900,20,Sugarcane,Urea
2828,Satara,Black,135,70,125,7.0,900,20,Sugarcane,Urea
2830,Satara,Black,145,70,125,7.0,900,20,Sugarcane,Urea
2831,Satara,Black,150,70,125,7.0,900,20,Sugarcane,Urea
2839,Satara,Black,120,80,135,6.5,900,30,Sugarcane,Urea
2845,Satara,Black,150,80,135,6.5,900,30,Sugarcane,Urea
2849,Satara,Black,135,85,140,7.0,1000,35,Sugarcane,Urea
2850,Satara,Black,140,85,140,7.0,1000,35,Sugarcane,Urea
2852,Satara,Black,150,85,140,7.0,1000,35,Sugarcane,Urea
2856,Satara,Black,135,90,145,6.0,900,20,Sugarcane,Urea
2857,Satara,Black,140,90,145,6.0,900,20,Sugarcane,Urea
2863,Satara,Black,55,40,60,5.5,900,20,Ginger,Urea
2864,Satara,Black,60,40,60,5.5,900,20,Ginger,Urea
2868,Satara,Black,55,45,65,6.0,1000,25,Ginger,Urea
2869,Satara,Black,60,45,65,6.0,1000,25,Ginger,Urea
2872,Satara,Black,50,50,70,6.5,900,30,Ginger,Urea
2875,Satara,Black,40,55,75,5.5,1000,35,Ginger,Urea
2877,Satara,Black,50,55,75,5.5,1000,35,Ginger,Urea
2881,Satara,Black,45,60,80,6.0,900,20,Ginger,Urea
2882,Satara,Black,50,60,80,6.0,900,20,Ginger,Urea
2884,Satara,Black,60,60,80,6.0,900,20,Ginger,Urea
2885,Satara,Black,40,40,65,6.5,1000,25,Ginger,Ammonium Sulphate
2886,Satara,Black,45,40,65,6.5,1000,25,Ginger,Ammonium Sulphate
2888,Satara,Black,55,40,65,6.5,1000,25,Ginger,Ammonium Sulphate
2889,Satara,Black,60,40,65,6.5,1000,25,Ginger,Ammonium Sulphate
2890,Satara,Black,40,45,70,5.5,900,30,Ginger,Ammonium Sulphate
2892,Satara,Black,50,45,70,5.5,900,30,Ginger,Ammonium Sulphate
2894,Satara,Black,60,45,70,5.5,900,30,Ginger,Ammonium Sulphate
2898,Satara,Black,55,50,75,6.0,1000,35,Ginger,Ammonium Sulphate
2901,Satara,Black,45,55,80,6.5,900,20,Ginger,Ammonium Sulphate
2903,Satara,Black,55,55,80,6.5,900,20,Ginger,Ammonium Sulphate
2904,Satara,Black,60,55,80,6.5,900,20,Ginger,Ammonium Sulphate
2905,Satara,Black,40,60,60,5.5,1000,25,Ginger,Ammonium Sulphate
2907,Satara,Black,50,60,60,5.5,1000,25,Ginger,Ammonium Sulphate
2908,Satara,Black,55,60,60,5.5,1000,25,Ginger,Ammonium Sulphate
2913,Satara,Black,55,40,70,6.0,900,30,Ginger,DAP
2914,Satara,Black,60,40,70,6.0,900,30,Ginger,DAP
2917,Satara,Black,50,45,75,6.5,1000,35,Ginger,DAP
2918,Satara,Black,55,45,75,6.5,1000,35,Ginger,DAP
2919,Satara,Black,60,45,75,6.5,1000,35,Ginger,DAP
2920,Satara,Black,40,50,80,5.5,900,20,Ginger,DAP
2924,Satara,Black,60,50,80,5.5,900,20,Ginger,DAP
2925,Satara,Black,40,55,60,6.0,1000,25,Ginger,DAP
2931,Satara,Black,45,60,65,6.5,900,30,Ginger,DAP
2932,Satara,Black,50,60,65,6.5,900,30,Ginger,DAP
2934,Satara,Black,60,60,65,6.5,900,30,Ginger,DAP
2935,Satara,Black,40,40,75,5.5,1000,35,Ginger,Urea
2936,Satara,Black,45,40,75,5.5,1000,35,Ginger,Urea
2939,Satara,Black,60,40,75,5.5,1000,35,Ginger,Urea
2940,Satara,Black,40,45,80,6.0,900,20,Ginger,Urea
